Country,Age,Count,Education level,Gender,Industry,Org,Org size,Role group,Role group Avg,Role,Problems,Prob_RoleGroup [%],Prob_RoleGroup Avg [%],Hope,Hope_RoleGroup [%],,,,,,
Brazil,26-41,1,Master's degree,Male,Engineering,Commercial (for-profit) entity,1-200,Operations,Others avg.,Cloud Engineer,Impacts to individual privacy,0.6,0.03877471888,More resources given to data science teams within organizations,0.5882,,,,,,
Germany,42-57,1,Master's degree,Male,,Educational institution,,Operations,Others avg.,System Administrator,Social impacts from bias in data and models,0.6,0.03877471888,Further innovation in the open-source data science community,0.5882,,,,,,
Zimbabwe,42-57,1,Master's degree,Male,,Educational institution,,Other,Others avg.,Other (please indicate below),Social impacts from bias in data and models,0.3,0.03877471888,Other (please indicate below),0.3448,,,,,,
United States,42-57,1,Doctoral degree,Male,Energy,Commercial (for-profit) entity,"10,001",Business professional,Others avg.,Line-of-Business Manager,Impacts to individual privacy,0.3,0.03877471888,Further innovation in the open-source data science community,0.2976,,,,,,
United States,42-57,1,Doctoral degree,Male,Engineering,Commercial (for-profit) entity,1-200,Scientists,Others avg.,Applied Scientist,Impacts to individual privacy,0.4,0.03877471888,Further innovation in the open-source data science community,0.4098,,,,,,
United States,58-67,1,Bachelor's degree,Male,Healthcare,Commercial (for-profit) entity,"10,001",Data science,Data science,Data Scientist,Impacts to individual privacy,0.2,0.2,Further innovation in the open-source data science community,0.1678,,,,,,
United States,26-41,1,Bachelor's degree,Female,,Educational institution,,Operations,Others avg.,System Administrator,Impacts to individual privacy,0.6,0.03877471888,More resources given to data science teams within organizations,0.5882,,,,,,
United States,26-41,1,Some college,Male,Automotive,Commercial (for-profit) entity,1-200,Business professional,Others avg.,Business Analyst,Social impacts from bias in data and models,0.3,0.03877471888,New optimized models that allow for more complex computations to be conducted faster,0.2976,,,,,,
India,26-41,1,Master's degree,Male,Technology,Commercial (for-profit) entity,"3,001-5,000",Operations,Others avg.,Cloud Engineer,A reduction in job opportunities caused by automation,0.6,0.03877471888,Further innovation in the open-source data science community,0.5882,,,,,,
India,26-41,1,Doctoral degree,Male,Defense,Government agency,"201-1,000",Business professional,Others avg.,Business Analyst,A reduction in job opportunities caused by automation,0.3,0.03877471888,More specialized data science hardware,0.2976,,,,,,
United States,26-41,1,Master's degree,Female,Government,Government agency,"3,001-5,000",Operations,Others avg.,System Administrator,Lack of diversity and inclusion in the profession,0.6,0.03877471888,More resources given to data science teams within organizations,0.5882,,,,,,
United Kingdom,26-41,1,Doctoral degree,Male,Pharmaceutical,Not-for-profit organization,1-200,Education,Others avg.,Professor/Instructor/Researcher,A reduction in job opportunities caused by automation,0.2,0.03877471888,Further innovation in the open-source data science community,0.1931,,,,,,
United States,26-41,1,Bachelor's degree,Male,Technology,Commercial (for-profit) entity,"10,001",Data science,Data science,Data Scientist,Social impacts from bias in data and models,0.2,0.2,Further innovation in the open-source data science community,0.1678,,,,,,
United States,68-100,1,Doctoral degree,Male,Healthcare,Not-for-profit organization,1-200,Scientists,Others avg.,Research Scientist,Advanced information warfare,0.4,0.03877471888,More resources given to data science teams within organizations,0.4098,,,,,,
Gambia,42-57,1,Master's degree,Male,Professional Services,Commercial (for-profit) entity,1-200,Other,Others avg.,Other (please indicate below),A reduction in job opportunities caused by automation,0.3,0.03877471888,More resources given to data science teams within organizations,0.3448,,,,,,
United Arab Emirates,26-41,1,Master's degree,Male,Construction,Commercial (for-profit) entity,1-200,Business professional,Others avg.,Line-of-Business Manager,Other (please indicate below),0.3,0.03877471888,More resources given to data science teams within organizations,0.2976,,,,,,
United States,26-41,1,Master's degree,Male,Healthcare,Not-for-profit organization,"3,001-5,000",Data science,Data science,Data Scientist,Impacts to individual privacy,0.2,0.2,More specialized data science hardware,0.1678,,,,,,
United States,26-41,1,Master's degree,Male,Consulting,Commercial (for-profit) entity,1-200,Data science,Data science,Data Scientist,Other (please indicate below),0.2,0.2,Further innovation in the open-source data science community,0.1678,,,,,,
United States,18-25,1,High School or equivalent,Female,,,,Education,Others avg.,Student,Lack of diversity and inclusion in the profession,0.2,0.03877471888,More resources given to data science teams within organizations,0.1931,,,,,,
United States,26-41,1,Master's degree,Female,Healthcare,Not-for-profit organization,"1,001-3,000",Scientists,Others avg.,Research Scientist,Lack of diversity and inclusion in the profession,0.4,0.03877471888,More specialized data science hardware,0.4098,,,,,,
Kenya,18-25,1,Bachelor's degree,Male,Technology,Commercial (for-profit) entity,1-200,Other,Others avg.,Developer,A reduction in job opportunities caused by automation,0.3,0.03877471888,New optimized models that allow for more complex computations to be conducted faster,0.3448,,,,,,
United States,26-41,1,Master's degree,Male,,Educational institution,,Business professional,Others avg.,Business Analyst,Lack of diversity and inclusion in the profession,0.3,0.03877471888,Further innovation in the open-source data science community,0.2976,,,,,,
United States,26-41,1,Master's degree,Female,,,,Education,Others avg.,Student,Impacts to individual privacy,0.2,0.03877471888,Further innovation in the open-source data science community,0.1931,,,,,,
Brazil,18-25,1,Bachelor's degree,Male,Finance,Commercial (for-profit) entity,"201-1,000",Business professional,Others avg.,Business Analyst,Social impacts from bias in data and models,0.3,0.03877471888,Further innovation in the open-source data science community,0.2976,,,,,,
United States,42-57,1,Doctoral degree,Male,Pharmaceutical,Commercial (for-profit) entity,"3,001-5,000",Data science,Data science,Data Scientist,Advanced information warfare,0.2,0.2,More resources given to data science teams within organizations,0.1678,,,,,,
United States,42-57,1,Master's degree,Female,Transportation & Logistics,Commercial (for-profit) entity,"5,001-10,000",Other,Others avg.,Developer,Advanced information warfare,0.3,0.03877471888,More resources given to data science teams within organizations,0.3448,,,,,,
India,18-25,1,Bachelor's degree,Male,,,,Data science,Data science,Data Scientist,A reduction in job opportunities caused by automation,0.2,0.2,More specialized data science hardware,0.1678,,,,,,
India,18-25,1,High School or equivalent,Male,,Educational institution,,Business professional,Others avg.,Business Analyst,A reduction in job opportunities caused by automation,0.3,0.03877471888,Further innovation in the open-source data science community,0.2976,,,,,,
United States,42-57,1,Master's degree,Male,Electronics,Commercial (for-profit) entity,1-200,Business professional,Others avg.,Business Analyst,Other (please indicate below),0.3,0.03877471888,Further innovation in vendor-specific data science products,0.2976,,,,,,
Taiwan,18-25,1,Bachelor's degree,Male,,,,Education,Others avg.,Student,Lack of diversity and inclusion in the profession,0.2,0.03877471888,Further innovation in the open-source data science community,0.1931,,,,,,
United States,26-41,1,Bachelor's degree,Male,Technology,Commercial (for-profit) entity,1-200,Other,Others avg.,Developer,Advanced information warfare,0.3,0.03877471888,More resources given to data science teams within organizations,0.3448,,,,,,
United States,26-41,1,Master's degree,Female,,Educational institution,,Business professional,Others avg.,Business Analyst,Social impacts from bias in data and models,0.3,0.03877471888,More resources given to data science teams within organizations,0.2976,,,,,,
United States,42-57,1,Master's degree,Other,,,,Data science,Data science,Data Scientist,Social impacts from bias in data and models,0.2,0.2,More resources given to data science teams within organizations,0.1678,,,,,,
Canada,42-57,1,Doctoral degree,Male,,Educational institution,,Education,Others avg.,Professor/Instructor/Researcher,Advanced information warfare,0.2,0.03877471888,Further innovation in the open-source data science community,0.1931,,,,,,
Bangladesh,18-25,1,Bachelor's degree,Male,,,,Education,Others avg.,Student,Social impacts from bias in data and models,0.2,0.03877471888,Further innovation in vendor-specific data science products,0.1931,,,,,,
India,18-25,1,Bachelor's degree,Female,Telecommunications,Commercial (for-profit) entity,"5,001-10,000",Operations,Others avg.,DevOps,Impacts to individual privacy,0.6,0.03877471888,New optimized models that allow for more complex computations to be conducted faster,0.5882,,,,,,
United States,26-41,1,Master's degree,Male,,Educational institution,,Scientists,Others avg.,Applied Scientist,Social impacts from bias in data and models,0.4,0.03877471888,More specialized data science hardware,0.4098,,,,,,
United Kingdom,58-67,1,Master's degree,Female,,Educational institution,,Education,Others avg.,Professor/Instructor/Researcher,Advanced information warfare,0.2,0.03877471888,Further innovation in the open-source data science community,0.1931,,,,,,
Peru,18-25,1,Some college,Male,,,,Education,Others avg.,Student,Impacts to individual privacy,0.2,0.03877471888,New optimized models that allow for more complex computations to be conducted faster,0.1931,,,,,,
Israel,26-41,1,Master's degree,Female,Agriculture,Commercial (for-profit) entity,1-200,Data science,Data science,Data Scientist,Impacts to individual privacy,0.2,0.2,Further innovation in vendor-specific data science products,0.1678,,,,,,
Spain,18-25,1,Bachelor's degree,Female,,,,Education,Others avg.,Student,Social impacts from bias in data and models,0.2,0.03877471888,More specialized data science hardware,0.1931,,,,,,
South Africa,26-41,1,Bachelor's degree,Male,Insurance,Commercial (for-profit) entity,"1,001-3,000",Data science,Data science,Data Scientist,Social impacts from bias in data and models,0.2,0.2,New optimized models that allow for more complex computations to be conducted faster,0.1678,,,,,,
